Elba1_merge2chip_given.bed	Elba2_merge2chip_given.bed	Elba3_merge2chip_given.bed	Insv_merge2chip_given.bed	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed	GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed	GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed	GSM409070_CTCF_N_NO_1_fdr_consecutive_peak_filtered_flank100.bed	GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed	GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed	GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed	GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed	Total	Name
			X		X	X			X	X		1	Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X		X	X			X	X	X	4	Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X	X	X	X	X		X				4	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
								X				2303	GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
								X			X	8	GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X			X				X	X	X	1	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X	X	X	X	X		X		X	X	1	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
								X		X		6	GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed
								X		X	X	38	GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X	X		X				X			6	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X					X				69	Insv_merge2chip_given.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X	X		X				X	X	X	4	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X					X		X	X	1	Insv_merge2chip_given.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X						X		X		X	X	1	Elba1_merge2chip_given.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X	X	X		X	X		X			1	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409070_CTCF_N_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
				X	X	X						64	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed
				X	X	X				X		1	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed
					X		X	X	X			1	GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409070_CTCF_N_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X	X	X	X						6	Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X		X	X							84	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X	X	X	X		X	X	X	X				5	Elba1_merge2chip_given.bed|Elba2_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409070_CTCF_N_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
		X		X	X			X	X			8	Elba3_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
		X	X	X	X			X	X			6	Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
		X	X	X	X			X	X	X	X	1	Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X		X	X	X		X	X			3	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X	X	X	X	X	X			X	X			9	Elba1_merge2chip_given.bed|Elba2_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X		X	X	X		X	X	X	X	1	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X	X	X	X	X	X			X	X	X	X	3	Elba1_merge2chip_given.bed|Elba2_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
	X	X						X		X	X	1	Elba2_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X	X	X	X	X		X	X			6	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
								X	X			77	GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
								X	X	X		1	GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed
								X	X	X	X	1	GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
		X				X		X				4	Elba3_merge2chip_given.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
	X	X	X					X				1	Elba2_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X					X	X			17	Insv_merge2chip_given.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X					X	X	X	X	1	Insv_merge2chip_given.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X		X							52	Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X		X						X	3	Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X	X	X	X			X		X				2	Elba1_merge2chip_given.bed|Elba2_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X		X					X		1	Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X		X					X	X	14	Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
	X	X		X	X	X						1	Elba2_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed
				X	X	X			X			21	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
				X	X	X			X	X		2	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed
				X	X	X			X	X	X	2	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X	X		X	X					2	Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409070_CTCF_N_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X		X			X					1	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409070_CTCF_N_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X	X	X	X			X			1	Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X		X	X				X			10	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X	X	X	X			X	X	X	2	Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
				X				X				49	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X		X	X				X	X		2	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X		X	X				X	X	X	1	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X	X				X				3	Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
	X					X						1	Elba2_merge2chip_given.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X	X				X		X	X	1	Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X	X	X	X		X	X	X	X	X			7	Elba1_merge2chip_given.bed|Elba2_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409070_CTCF_N_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X	X	X										189	Elba1_merge2chip_given.bed|Elba2_merge2chip_given.bed|Elba3_merge2chip_given.bed
		X				X		X	X	X		1	Elba3_merge2chip_given.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed
		X	X			X		X	X			1	Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
		X			X	X						11	Elba3_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X		X				X			17	Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X		X				X		X	3	Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X		X				X	X		3	Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X		X				X	X	X	43	Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X	X	X	X			X				22	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
		X	X		X	X						6	Elba3_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X	X		X	X		X			7	Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409070_CTCF_N_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X	X		X	X		X	X	X	1	Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409070_CTCF_N_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X								X				3	Elba1_merge2chip_given.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
				X				X	X			9	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
				X				X	X	X	X	1	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X			X					X				5	Elba1_merge2chip_given.bed|Insv_merge2chip_given.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
				X	X							502	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed
				X	X						X	2	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X	X	X		X		X		X				1	Elba1_merge2chip_given.bed|Elba2_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
				X	X					X	X	4	GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409073_suHw_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409074_suHw_pam_NO_1_fdr_consecutive_peak_filtered_flank100.bed
			X	X	X							22	Insv_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X	X	X							X			2	Elba1_merge2chip_given.bed|Elba2_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X				X	X	X						1	Elba1_merge2chip_given.bed|GSM409067_BEAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed
X		X			X	X	X	X				1	Elba1_merge2chip_given.bed|Elba3_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409070_CTCF_N_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409071_GAF_NO_1_fdr_consecutive_peak_filtered_flank100.bed
		X			X	X			X			4	Elba3_merge2chip_given.bed|GSM409068_CP190_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409069_CTCF_C_NO_1_fdr_consecutive_peak_filtered_flank100.bed|GSM409072_MDJ4_NO_1_fdr_consecutive_peak_filtered_flank100.bed
